Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2026,Community Development,General Fund,Employee Services,191961,Expenses,Fund Total,15426
2026,Convention and Cultural Services,Community Center Fund,Employee Services,79853,Expenses,Enterprise Funds,15427
2026,Convention and Cultural Services,Community Center Fund,Employee Services,238031,Expenses,Enterprise Funds,15428
2026,Community Development,General Fund,Employee Services,278069,Expenses,Fund Total,15429
2026,Community Development,General Fund,Employee Services,353990,Expenses,Fund Total,15430
2026,Convention and Cultural Services,Community Center Fund,Employee Services,23364,Expenses,Enterprise Funds,15431
2026,Convention and Cultural Services,Community Center Fund,Employee Services,139903,Expenses,Enterprise Funds,15432
2026,Community Development,General Fund,Employee Services,219832,Expenses,Fund Total,15433
2026,Community Development,General Fund,Employee Services,384915,Expenses,Fund Total,15434
2026,Convention and Cultural Services,Community Center Fund,Employee Services,12097,Expenses,Enterprise Funds,15435
2026,Convention and Cultural Services,Community Center Fund,Employee Services,46480,Expenses,Enterprise Funds,15436
2026,Community Development,Measure U Fund,Employee Services,146028,Expenses,Fund Total,15437
2026,Community Development,Measure U Fund,Employee Services,57481,Expenses,Fund Total,15438
2026,Convention and Cultural Services,Measure U Fund,Employee Services,23040,Expenses,Fund Total,15439
2026,Convention and Cultural Services,Measure U Fund,Employee Services,24953,Expenses,Fund Total,15440
2026,Community Development,General Fund,Employee Services,248691,Expenses,Fund Total,15441
2026,Community Development,General Fund,Employee Services,101216,Expenses,Fund Total,15442
2026,Community Development,Measure U Fund,Employee Services,103125,Expenses,Fund Total,15443
2026,Community Development,Measure U Fund,Employee Services,241850,Expenses,Fund Total,15444
2026,Convention and Cultural Services,Measure U Fund,Employee Services,17020,Expenses,Fund Total,15445
2026,Convention and Cultural Services,Measure U Fund,Employee Services,4998,Expenses,Fund Total,15446
2026,Community Development,Measure U Fund,Employee Services,300630,Expenses,Fund Total,15447
2026,Human Resources,General Fund,Employee Services,166595,Expenses,Fund Total,15448
2026,Human Resources,Risk Mgmt Fund,Employee Services,65875,Expenses,Risk Management,15449
2026,Fire,General Fund,Employee Services,406229,Expenses,Fund Total,15450
2026,Fire,General Fund,Employee Services,123417,Expenses,Fund Total,15451
2026,Police,General Fund,Employee Services,5446928,Expenses,Fund Total,15452
2026,Police,General Fund,Employee Services,3670762,Expenses,Fund Total,15453
2026,City Manager,Measure U Fund,Employee Services,52102,Expenses,Fund Total,15454
2026,City Attorney,General Fund,Employee Services,1445225,Expenses,Fund Total,15455
2026,Police,General Fund,Employee Services,463590,Expenses,Fund Total,15456
2026,Police,General Fund,Employee Services,1994773,Expenses,Fund Total,15457
2026,Fire,General Fund,Employee Services,28521419,Expenses,Fund Total,15458
2026,Police,General Fund,Employee Services,114156,Expenses,Fund Total,15459
2026,Police,General Fund,Employee Services,4752075,Expenses,Fund Total,15460
2026,City Clerk,General Fund,Employee Services,324204,Expenses,Fund Total,15461
2026,City Treasurer,General Fund,Employee Services,272885,Expenses,Fund Total,15462
2026,Police,General Fund,Employee Services,95531,Expenses,Fund Total,15463
2026,Police,General Fund,Employee Services,1367577,Expenses,Fund Total,15464
2026,Fire,General Fund,Employee Services,152463,Expenses,Fund Total,15465
2026,Fire,General Fund,Employee Services,38281,Expenses,Fund Total,15466
2026,Police,General Fund,Employee Services,221605,Expenses,Fund Total,15467
2026,Police,General Fund,Employee Services,3249342,Expenses,Fund Total,15468
2026,Finance,General Fund,Employee Services,60009,Expenses,Fund Total,15469
2026,Police,General Fund,Employee Services,169958,Expenses,Fund Total,15470
2026,Police,General Fund,Employee Services,639241,Expenses,Fund Total,15471
2026,Fire,General Fund,Employee Services,901128,Expenses,Fund Total,15472
2026,Fire,General Fund,Employee Services,310650,Expenses,Fund Total,15473
2026,Mayor/Council,General Fund,Employee Services,38000,Expenses,Fund Total,15474
2026,Mayor/Council,General Fund,Employee Services,23242,Expenses,Fund Total,15475
2026,Finance,General Fund,Employee Services,34460,Expenses,Fund Total,15476
2026,Finance,General Fund,Employee Services,126798,Expenses,Fund Total,15477
2026,Public Works,General Fund,Employee Services,2730,Expenses,Fund Total,15478
2026,Public Works,Measure U Fund,Employee Services,840,Expenses,Fund Total,15479
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,1974,Expenses,Fund Total,15480
2026,Convention and Cultural Services,Community Center Fund,Employee Services,1995,Expenses,Enterprise Funds,15481
2026,Convention and Cultural Services,Community Center Fund,Employee Services,5145,Expenses,Enterprise Funds,15482
2026,Community Development,General Fund,Employee Services,3780,Expenses,Fund Total,15483
2026,Community Development,General Fund,Employee Services,6510,Expenses,Fund Total,15484
2026,Convention and Cultural Services,Community Center Fund,Employee Services,7140,Expenses,Enterprise Funds,15485
2026,Convention and Cultural Services,Community Center Fund,Employee Services,1943,Expenses,Enterprise Funds,15486
2026,Community Development,General Fund,Employee Services,7560,Expenses,Fund Total,15487
2026,Community Development,General Fund,Employee Services,4410,Expenses,Fund Total,15488
2026,Convention and Cultural Services,Community Center Fund,Employee Services,3423,Expenses,Enterprise Funds,15489
2026,Convention and Cultural Services,Community Center Fund,Employee Services,420,Expenses,Enterprise Funds,15490
2026,Community Development,General Fund,Employee Services,7560,Expenses,Fund Total,15491
2026,Community Development,Measure U Fund,Employee Services,2730,Expenses,Fund Total,15492
2026,Convention and Cultural Services,Community Center Fund,Employee Services,1050,Expenses,Enterprise Funds,15493
2026,Convention and Cultural Services,Measure U Fund,Employee Services,420,Expenses,Fund Total,15494
2026,Community Development,Measure U Fund,Employee Services,1050,Expenses,Fund Total,15495
2026,Community Development,General Fund,Employee Services,5250,Expenses,Fund Total,15496
2026,Community Development,Measure U Fund,Employee Services,3150,Expenses,Fund Total,15497
2026,Community Development,Measure U Fund,Employee Services,7140,Expenses,Fund Total,15498
2026,Convention and Cultural Services,Measure U Fund,Employee Services,630,Expenses,Fund Total,15499
2026,Convention and Cultural Services,Measure U Fund,Employee Services,420,Expenses,Fund Total,15500
2026,Community Development,General Fund,Employee Services,2310,Expenses,Fund Total,15501
2026,Community Development,Measure U Fund,Employee Services,8400,Expenses,Fund Total,15502
2026,Human Resources,General Fund,Employee Services,56897,Expenses,Fund Total,15503
2026,Human Resources,Risk Mgmt Fund,Employee Services,7273,Expenses,Risk Management,15504
2026,Fire,General Fund,Employee Services,151477,Expenses,Fund Total,15505
2026,Fire,General Fund,Employee Services,56406,Expenses,Fund Total,15506
2026,Police,General Fund,Employee Services,793966,Expenses,Fund Total,15507
2026,Police,General Fund,Employee Services,742589,Expenses,Fund Total,15508
2026,City Manager,Measure U Fund,Employee Services,7812,Expenses,Fund Total,15509
2026,City Attorney,General Fund,Employee Services,493583,Expenses,Fund Total,15510
2026,Police,General Fund,Employee Services,442270,Expenses,Fund Total,15511
2026,Police,General Fund,Employee Services,142406,Expenses,Fund Total,15512
2026,Police,General Fund,Employee Services,269872,Expenses,Fund Total,15513
2026,Fire,General Fund,Employee Services,24624,Expenses,Fund Total,15514
2026,Fire,General Fund,Employee Services,3861424,Expenses,Fund Total,15515
2026,Police,General Fund,Employee Services,501997,Expenses,Fund Total,15516
2026,Police,General Fund,Employee Services,15444,Expenses,Fund Total,15517
2026,Police,General Fund,Employee Services,642907,Expenses,Fund Total,15518
2026,City Clerk,General Fund,Employee Services,110724,Expenses,Fund Total,15519
2026,Police,General Fund,Employee Services,12924,Expenses,Fund Total,15520
2026,Police,General Fund,Employee Services,448692,Expenses,Fund Total,15521
2026,Fire,General Fund,Employee Services,20627,Expenses,Fund Total,15522
2026,Fire,General Fund,Employee Services,13074,Expenses,Fund Total,15523
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,1935714,Expenses,Fund Total,15524
2026,Public Works,General Fund,Other Services and Supplies,118586,Expenses,Fund Total,15525
2026,Public Works,Marina Fund,Other Services and Supplies,2019,Expenses,Other Governmental Funds,15526
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,21839,Expenses,Fund Total,15527
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,20437,Expenses,Fund Total,15528
2026,City Manager,General Fund,Other Services and Supplies,110655,Expenses,Fund Total,15529
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,23950,Expenses,Fund Total,15530
2026,Public Works,Fleet Management Fund,Other Services and Supplies,11321056,Expenses,Internal Service Funds,15531
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,99969,Expenses,Fund Total,15532
2026,Public Works,General Fund,Other Services and Supplies,12009,Expenses,Fund Total,15533
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,7251,Expenses,Fund Total,15534
2026,City Manager,Innovation and Growth Fund,Other Services and Supplies,171000,Expenses,Other Governmental Funds,15535
2026,City Manager,Measure U Fund,Other Services and Supplies,16800,Expenses,Fund Total,15536
2026,City Attorney,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,15537
2026,"Youth, Parks, and Community Enrichment",4th R Program,Other Services and Supplies,1098,Expenses,Other Governmental Funds,15538
2026,City Treasurer,General Fund,Other Services and Supplies,40564,Expenses,Fund Total,15539
2026,Public Works,Parking Fund,Other Services and Supplies,2957,Expenses,Enterprise Funds,15540
2026,City Clerk,General Fund,Other Services and Supplies,1900,Expenses,Fund Total,15541
2026,Public Works,General Fund,Other Services and Supplies,151741,Expenses,Fund Total,15542
2026,City Manager,Measure U Fund,Other Services and Supplies,300112,Expenses,Fund Total,15543
2026,Public Works,General Fund,Other Services and Supplies,2085,Expenses,Fund Total,15544
2026,City Manager,Innovation and Growth Fund,Other Services and Supplies,100000,Expenses,Other Governmental Funds,15545
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,16143,Expenses,Fund Total,15546
2026,Finance,General Fund,Other Services and Supplies,-27092,Expenses,Fund Total,15547
2026,Public Works,General Fund,Other Services and Supplies,4950,Expenses,Fund Total,15548
2026,Finance,General Fund,Other Services and Supplies,-6239,Expenses,Fund Total,15549
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,25158,Expenses,Enterprise Funds,15550
2026,Finance,General Fund,Other Services and Supplies,22000,Expenses,Fund Total,15551
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,8769,Expenses,Fund Total,15552
2026,Finance,General Fund,Other Services and Supplies,8261,Expenses,Fund Total,15553
2026,Public Works,General Fund,Other Services and Supplies,1246198,Expenses,Fund Total,15554
2026,Finance,General Fund,Other Services and Supplies,60000,Expenses,Fund Total,15555
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,3220411,Expenses,Enterprise Funds,15556
2026,Finance,General Fund,Other Services and Supplies,44585,Expenses,Fund Total,15557
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,1113152,Expenses,Enterprise Funds,15558
2026,Finance,General Fund,Other Services and Supplies,80000,Expenses,Fund Total,15559
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,785171,Expenses,Enterprise Funds,15560
2026,Finance,General Fund,Other Services and Supplies,18282,Expenses,Fund Total,15561
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,17460,Expenses,Fund Total,15562
2026,Finance,General Fund,Other Services and Supplies,392254,Expenses,Fund Total,15563
2026,Community Development,General Fund,Other Services and Supplies,1951,Expenses,Fund Total,15564
2026,Public Works,General Fund,Other Services and Supplies,15196,Expenses,Fund Total,15565
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,1338765,Expenses,Enterprise Funds,15566
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,21139,Expenses,Enterprise Funds,15567
2026,Finance,General Fund,Other Services and Supplies,10000,Expenses,Fund Total,15568
2026,Information Technology,General Fund,Other Services and Supplies,93000,Expenses,Fund Total,15569
2026,Human Resources,General Fund,Other Services and Supplies,7000,Expenses,Fund Total,15570
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,145116,Expenses,Enterprise Funds,15571
2026,Information Technology,General Fund,Other Services and Supplies,45400,Expenses,Fund Total,15572
2026,Human Resources,General Fund,Other Services and Supplies,407472,Expenses,Fund Total,15573
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,1212385,Expenses,Enterprise Funds,15574
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,528000,Expenses,Risk Management,15575
2026,Community Development,General Fund,Other Services and Supplies,73250,Expenses,Fund Total,15576
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,1424,Expenses,Risk Management,15577
2026,Community Development,General Fund,Other Services and Supplies,432,Expenses,Fund Total,15578
2026,Police,General Fund,Other Services and Supplies,13102,Expenses,Fund Total,15579
2026,Public Works,General Fund,Other Services and Supplies,185193,Expenses,Fund Total,15580
2026,Human Resources,General Fund,Other Services and Supplies,50502,Expenses,Fund Total,15581
2026,Public Works,General Fund,Other Services and Supplies,29763,Expenses,Fund Total,15582
2026,Human Resources,Measure U Fund,Other Services and Supplies,16000,Expenses,Fund Total,15583
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,94747,Expenses,Enterprise Funds,15584
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,350000,Expenses,Risk Management,15585
2026,Public Works,General Fund,Other Services and Supplies,2551,Expenses,Fund Total,15586
2026,Police,General Fund,Other Services and Supplies,309304,Expenses,Fund Total,15587
2026,Community Development,Measure U Fund,Other Services and Supplies,1393,Expenses,Fund Total,15588
2026,Police,General Fund,Other Services and Supplies,22000,Expenses,Fund Total,15589
2026,Community Development,General Fund,Other Services and Supplies,61405,Expenses,Fund Total,15590
2026,Police,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,15591
2026,Community Development,General Fund,Other Services and Supplies,22436,Expenses,Fund Total,15592
2026,Police,General Fund,Other Services and Supplies,1989,Expenses,Fund Total,15593
2026,Community Development,Measure U Fund,Other Services and Supplies,121266,Expenses,Fund Total,15594
2026,Police,General Fund,Other Services and Supplies,2760,Expenses,Fund Total,15595
2026,Public Works,General Fund,Other Services and Supplies,411196,Expenses,Fund Total,15596
2026,Police,General Fund,Other Services and Supplies,7197,Expenses,Fund Total,15597
2026,Community Development,General Fund,Other Services and Supplies,25768,Expenses,Fund Total,15598
2026,Police,General Fund,Other Services and Supplies,1840,Expenses,Fund Total,15599
2026,Public Works,General Fund,Other Services and Supplies,29925,Expenses,Fund Total,15600
2026,Police,General Fund,Other Services and Supplies,1570,Expenses,Fund Total,15601
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,11621,Expenses,Enterprise Funds,15602
2026,Police,General Fund,Other Services and Supplies,15148,Expenses,Fund Total,15603
2026,Community Development,Measure U Fund,Other Services and Supplies,129772,Expenses,Fund Total,15604
2026,Police,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,15605
2026,Community Development,Measure U Fund,Other Services and Supplies,2927,Expenses,Fund Total,15606
2026,Police,General Fund,Other Services and Supplies,14986,Expenses,Fund Total,15607
2026,Community Response,Measure U Fund,Other Services and Supplies,42722,Expenses,Fund Total,15608
2026,Police,General Fund,Other Services and Supplies,-2345,Expenses,Fund Total,15609
2026,Public Works,General Fund,Other Services and Supplies,106054,Expenses,Fund Total,15610
2026,Police,General Fund,Other Services and Supplies,50730,Expenses,Fund Total,15611
2026,Public Works,General Fund,Other Services and Supplies,745,Expenses,Fund Total,15612
2026,Fire,General Fund,Other Services and Supplies,50000,Expenses,Fund Total,15613
2026,Fire,General Fund,Other Services and Supplies,378094,Expenses,Fund Total,15614
2026,Public Works,Parking Fund,Other Services and Supplies,1068,Expenses,Enterprise Funds,15615
2026,Fire,General Fund,Other Services and Supplies,500,Expenses,Fund Total,15616
2026,Public Works,General Fund,Other Services and Supplies,109552,Expenses,Fund Total,15617
2026,Human Resources,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,15618
2026,Public Works,General Fund,Other Services and Supplies,-5300,Expenses,Fund Total,15619
2026,Human Resources,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,15620
2026,Public Works,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,15621
2026,Information Technology,General Fund,Other Services and Supplies,11676,Expenses,Fund Total,15622
2026,Public Works,General Fund,Other Services and Supplies,-2000,Expenses,Fund Total,15623
2026,Human Resources,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,15624
2026,Utilities,Cty/Cnty Office-Water Planning,Other Services and Supplies,-4733,Expenses,Other Governmental Funds,15625
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,1200,Expenses,Risk Management,15626
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,-180000,Expenses,Enterprise Funds,15627
2026,Human Resources,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,15628
2026,Community Response,Measure U Fund,Other Services and Supplies,23960,Expenses,Fund Total,15629
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,3100,Expenses,Risk Management,15630
2026,Community Response,Measure U Fund,Other Services and Supplies,-2640,Expenses,Fund Total,15631
2026,Police,General Fund,Other Services and Supplies,373000,Expenses,Fund Total,15632
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,180000,Expenses,Enterprise Funds,15633
2026,Police,General Fund,Other Services and Supplies,30000,Expenses,Fund Total,15634
2026,Public Works,Parking Fund,Other Services and Supplies,11000,Expenses,Enterprise Funds,15635
2026,Police,General Fund,Other Services and Supplies,100,Expenses,Fund Total,15636
2026,Public Works,General Fund,Other Services and Supplies,-5500,Expenses,Fund Total,15637
2026,Police,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,15638
2026,Public Works,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,15639
2026,Police,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,15640
2026,Community Response,Measure U Fund,Other Services and Supplies,-2640,Expenses,Fund Total,15641
2026,Police,General Fund,Other Services and Supplies,150000,Expenses,Fund Total,15642
2026,Utilities,Cty/Cnty Office-Water Planning,Other Services and Supplies,32,Expenses,Other Governmental Funds,15643
2026,Fire,General Fund,Other Services and Supplies,272420,Expenses,Fund Total,15644
2026,Public Works,General Fund,Other Services and Supplies,-2000,Expenses,Fund Total,15645
2026,Fire,Measure U Fund,Other Services and Supplies,3250,Expenses,Fund Total,15646
2026,Public Works,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,15647
2026,Utilities,Water Fund,Other Services and Supplies,1152,Expenses,Enterprise Funds,15648
2026,Public Works,General Fund,Other Services and Supplies,-2500,Expenses,Fund Total,15649
2026,Utilities,Water Fund,Other Services and Supplies,3523,Expenses,Enterprise Funds,15650
2026,Public Works,General Fund,Other Services and Supplies,7000,Expenses,Fund Total,15651
2026,Utilities,Cty/Cnty Office-Water Planning,Other Services and Supplies,10000,Expenses,Other Governmental Funds,15652
2026,Public Works,General Fund,Other Services and Supplies,-4000,Expenses,Fund Total,15653
2026,Utilities,Water Fund,Other Services and Supplies,576,Expenses,Enterprise Funds,15654
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,30000,Expenses,Enterprise Funds,15655
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,20000,Expenses,Enterprise Funds,15656
2026,Utilities,Wastewater Fund,Other Services and Supplies,5025,Expenses,Enterprise Funds,15657
2026,Utilities,Wastewater Fund,Other Services and Supplies,3433,Expenses,Enterprise Funds,15658
2026,Utilities,Wastewater Fund,Other Services and Supplies,1440,Expenses,Enterprise Funds,15659
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,30702,Expenses,Enterprise Funds,15660
2026,Utilities,Water Fund,Other Services and Supplies,31391,Expenses,Enterprise Funds,15661
2026,Utilities,Water Fund,Other Services and Supplies,864,Expenses,Enterprise Funds,15662
2026,Police,General Fund,Other Services and Supplies,2646,Expenses,Fund Total,15663
2026,Police,General Fund,Other Services and Supplies,3288,Expenses,Fund Total,15664
2026,Police,General Fund,Other Services and Supplies,19853,Expenses,Fund Total,15665
2026,Police,General Fund,Other Services and Supplies,28160,Expenses,Fund Total,15666
2026,Police,General Fund,Other Services and Supplies,6357,Expenses,Fund Total,15667
2026,Fire,General Fund,Other Services and Supplies,530,Expenses,Fund Total,15668
2026,Fire,General Fund,Other Services and Supplies,529,Expenses,Fund Total,15669
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,7714,Expenses,Enterprise Funds,15670
2026,Fire,General Fund,Other Services and Supplies,531,Expenses,Fund Total,15671
2026,Utilities,Water Fund,Other Services and Supplies,5598,Expenses,Enterprise Funds,15672
2026,Fire,General Fund,Other Services and Supplies,169,Expenses,Fund Total,15673
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,3707,Expenses,Enterprise Funds,15674
2026,Fire,General Fund,Other Services and Supplies,4475,Expenses,Fund Total,15675
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,750,Expenses,Fund Total,15676
2026,Fire,General Fund,Other Services and Supplies,75,Expenses,Fund Total,15677
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,8287,Expenses,Fund Total,15678
2026,Utilities,Water Fund,Other Services and Supplies,607,Expenses,Enterprise Funds,15679
2026,Public Works,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,15680
2026,Utilities,Water Fund,Other Services and Supplies,619,Expenses,Enterprise Funds,15681
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,3300,Expenses,Enterprise Funds,15682
2026,Finance,General Fund,Other Services and Supplies,224,Expenses,Fund Total,15683
2026,"Youth, Parks, and Community Enrichment",4th R Program,Other Services and Supplies,13000,Expenses,Other Governmental Funds,15684
2026,Utilities,Water Fund,Other Services and Supplies,23779,Expenses,Enterprise Funds,15685
2026,Public Works,General Fund,Other Services and Supplies,1500,Expenses,Fund Total,15686
2026,Utilities,Wastewater Fund,Other Services and Supplies,793,Expenses,Enterprise Funds,15687
2026,"Youth, Parks, and Community Enrichment",START Fund,Other Services and Supplies,1000,Expenses,Other Governmental Funds,15688
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,49243,Expenses,Enterprise Funds,15689
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,4562,Expenses,Fund Total,15690
2026,City Manager,Measure U Fund,Other Services and Supplies,469,Expenses,Fund Total,15691
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,20000,Expenses,Enterprise Funds,15692
2026,City Manager,Measure U Fund,Other Services and Supplies,157,Expenses,Fund Total,15693
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,3000,Expenses,Fund Total,15694
2026,Utilities,Water Fund,Other Services and Supplies,1725,Expenses,Enterprise Funds,15695
2026,Information Technology,General Fund,Other Services and Supplies,45,Expenses,Fund Total,15696
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,10000,Expenses,Enterprise Funds,15697
2026,Utilities,Wastewater Fund,Other Services and Supplies,627,Expenses,Enterprise Funds,15698
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,18200,Expenses,Fund Total,15699
2026,Utilities,Water Fund,Other Services and Supplies,2944,Expenses,Enterprise Funds,15700
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,2500,Expenses,Fund Total,15701
2026,Finance,General Fund,Other Services and Supplies,75,Expenses,Fund Total,15702
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,750,Expenses,Enterprise Funds,15703
2026,Information Technology,General Fund,Other Services and Supplies,1241,Expenses,Fund Total,15704
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,20000,Expenses,Enterprise Funds,15705
2026,Information Technology,General Fund,Other Services and Supplies,4156,Expenses,Fund Total,15706
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,450,Expenses,Fund Total,15707
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,6269,Expenses,Enterprise Funds,15708
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,25000,Expenses,Fund Total,15709
2026,Utilities,Water Fund,Other Services and Supplies,8987,Expenses,Enterprise Funds,15710
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,3500,Expenses,Fund Total,15711
2026,Finance,General Fund,Other Services and Supplies,38,Expenses,Fund Total,15712
2026,Public Works,Marina Fund,Other Services and Supplies,4000,Expenses,Other Governmental Funds,15713
2026,Finance,General Fund,Other Services and Supplies,1812,Expenses,Fund Total,15714
2026,Public Works,General Fund,Other Services and Supplies,1500,Expenses,Fund Total,15715
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,1013,Expenses,Fund Total,15716
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,500,Expenses,Fund Total,15717
2026,Public Works,Parking Fund,Other Services and Supplies,113,Expenses,Enterprise Funds,15718
2026,Public Works,Fleet Management Fund,Other Services and Supplies,22848,Expenses,Internal Service Funds,15719
2026,Public Works,Parking Fund,Other Services and Supplies,5270,Expenses,Enterprise Funds,15720
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,6000,Expenses,Enterprise Funds,15721
2026,"Youth, Parks, and Community Enrichment",General Fund,Other Services and Supplies,7519,Expenses,Fund Total,15722
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,10032,Expenses,Fund Total,15723
2026,Fire,General Fund,Other Services and Supplies,14020,Expenses,Fund Total,15724
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,2000,Expenses,Fund Total,15725
2026,Public Works,General Fund,Other Services and Supplies,273,Expenses,Fund Total,15726
2026,Public Works,General Fund,Other Services and Supplies,25000,Expenses,Fund Total,15727
2026,Public Works,General Fund,Other Services and Supplies,45202,Expenses,Fund Total,15728
2026,Utilities,Water Fund,Other Services and Supplies,3744,Expenses,Enterprise Funds,15729
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,276302,Expenses,Fund Total,15730
2026,Utilities,Wastewater Fund,Other Services and Supplies,2880,Expenses,Enterprise Funds,15731
2026,Public Works,General Fund,Other Services and Supplies,286,Expenses,Fund Total,15732
2026,Utilities,Water Fund,Other Services and Supplies,3457,Expenses,Enterprise Funds,15733
2026,Public Works,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,15734
2026,Public Works,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,15735
2026,Public Works,Marina Fund,Other Services and Supplies,998,Expenses,Other Governmental Funds,15736
2026,Utilities,Water Fund,Other Services and Supplies,2880,Expenses,Enterprise Funds,15737
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,906,Expenses,Fund Total,15738
2026,Utilities,Water Fund,Other Services and Supplies,5661,Expenses,Enterprise Funds,15739
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,19,Expenses,Fund Total,15740
2026,Public Works,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,15741
2026,Public Works,Fleet Management Fund,Other Services and Supplies,759597,Expenses,Internal Service Funds,15742
2026,Public Works,General Fund,Other Services and Supplies,600,Expenses,Fund Total,15743
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,3723,Expenses,Fund Total,15744
2026,Utilities,Water Fund,Other Services and Supplies,1152,Expenses,Enterprise Funds,15745
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,1279,Expenses,Fund Total,15746
2026,Public Works,General Fund,Other Services and Supplies,500,Expenses,Fund Total,15747
2026,Public Works,General Fund,Other Services and Supplies,26367,Expenses,Fund Total,15748
2026,Utilities,Water Fund,Other Services and Supplies,16291,Expenses,Enterprise Funds,15749
2026,Public Works,General Fund,Other Services and Supplies,1792,Expenses,Fund Total,15750
2026,Utilities,Water Fund,Other Services and Supplies,1392,Expenses,Enterprise Funds,15751
2026,Public Works,General Fund,Other Services and Supplies,47,Expenses,Fund Total,15752
